0.01	-3	4.6058805640986e-15
0.01	-2.9	1.6380025927969
0.01	-2.8	-16378.180133179
0.01	-2.7	163781804.19413
0.01	-2.6	-1637818041936.3
0.01	-2.5	1.6378180419363e+16
0.01	-2.4	-1.6378180419363e+20
0.01	-2.3	1.6378180419363e+24
0.01	-2.2	-1.6378180419363e+28
0.01	-2.1	1.6378180419363e+32
0.01	-2	-1.6378180419363e+36
0.01	-1.9	1.6378180419363e+40
0.01	-1.8	-1.6378180419363e+44
0.01	-1.7	1.6378180419363e+48
0.01	-1.6	-1.6378180419363e+52
0.01	-1.5	1.6378180419363e+56
0.01	-1.4	-1.6378180419363e+60
0.01	-1.3	1.6378180419363e+64
0.01	-1.2	-1.6378180419363e+68
0.01	-1.1	1.6378180419363e+72
0.01	-1	-1.6378180419363e+76
0.01	-0.9	1.6378180419363e+80
0.01	-0.8	-1.6378180419363e+84
0.01	-0.7	1.6378180419363e+88
0.01	-0.6	-1.6378180419363e+92
0.01	-0.5	1.6378180419363e+96
0.01	-0.4	-1.6378180419363e+100
0.01	-0.3	1.6378180419363e+104
0.01	-0.2	-1.6378180419363e+108
0.01	-0.099999999999998	1.6378180419363e+112
0.01	1.5265566588596e-15	-1.6378180419363e+116
0.01	0.1	1.6378180419363e+120
0.01	0.2	-1.6378180419363e+124
0.01	0.3	1.6378180419363e+128
0.01	0.4	-1.6378180419363e+132
0.01	0.5	1.6378180419363e+136
0.01	0.6	-1.6378180419363e+140
0.01	0.7	1.6378180419363e+144
0.01	0.8	-1.6378180419363e+148
0.01	0.9	1.6378180419363e+152
0.01	1	-1.6378180419363e+156
0.01	1.1	1.6378180419363e+160
0.01	1.2	-1.6378180419363e+164
0.01	1.3	1.6378180419363e+168
0.01	1.4	-1.6378180419363e+172
0.01	1.5	1.6378180419363e+176
0.01	1.6	-1.6378180419363e+180
0.01	1.7	1.6378180419363e+184
0.01	1.8	-1.6378180419363e+188
0.01	1.9	1.6378180419363e+192
0.01	2	-1.6378180419363e+196
0.01	2.1	1.6378180419363e+200
0.01	2.2	-1.6378180419363e+204
0.01	2.3	1.6378180419363e+208
0.01	2.4	-1.6378180419363e+212
0.01	2.5	1.6378180419363e+216
0.01	2.6	-1.6378180419363e+220
0.01	2.7	1.6378180419363e+224
0.01	2.8	-1.6378180419363e+228
0.01	2.9	1.6378180419363e+232
